             #Energy(eV)           XX(uW/cm/K^2)           YY(uW/cm/K^2)           ZZ(uW/cm/K^2)      Average(uW/cm/K^2)
      0.117517517518E+01      0.135443624712E+02      0.145690517741E+02      0.157166071618E+02      0.146100071357E+02
      0.117917917918E+01      0.137066229635E+02      0.147648095351E+02      0.159631507622E+02      0.148115277536E+02
      0.118318318318E+01      0.138051015277E+02      0.148967013069E+02      0.161430953187E+02      0.149482993844E+02
      0.118718718719E+01      0.138412015329E+02      0.149644407057E+02      0.162528729955E+02      0.150195050780E+02
      0.119119119119E+01      0.138187372860E+02      0.149699173100E+02      0.162912161948E+02      0.150266235970E+02
      0.119519519520E+01      0.137430338650E+02      0.149167175685E+02      0.162593649785E+02      0.149730388040E+02
      0.119919919920E+01      0.136198954059E+02      0.148095067510E+02      0.161610350815E+02      0.148634790794E+02
      0.120320320320E+01      0.134546647841E+02      0.146533961530E+02      0.160021354755E+02      0.147033988042E+02
      0.120720720721E+01      0.132515618456E+02      0.144534085281E+02      0.157902608872E+02      0.144984104203E+02
      0.121121121121E+01      0.130134128496E+02      0.142141211833E+02      0.155340189574E+02      0.142538509968E+02
      0.121521521522E+01      0.127417903757E+02      0.139395193725E+02      0.152422771544E+02      0.139745289675E+02
      0.121921921922E+01      0.124374913010E+02      0.136330435290E+02      0.149234258757E+02      0.136646535686E+02
      0.122322322322E+01      0.121012088567E+02      0.132977732111E+02      0.145847492243E+02      0.133279104307E+02
      0.122722722723E+01      0.117342173601E+02      0.129366668734E+02      0.142319754516E+02      0.129676198950E+02
      0.123123123123E+01      0.113388930863E+02      0.125527741463E+02      0.138690499984E+02      0.125869057436E+02
      0.123523523524E+01      0.109189414109E+02      0.121493554585E+02      0.134981418205E+02      0.121888128966E+02
      0.123923923924E+01      0.104792780113E+02      0.117298767698E+02      0.131198638492E+02      0.117763395434E+02
      0.124324324324E+01      0.100256006374E+02      0.112978856314E+02      0.127336644107E+02      0.113523835598E+02
      0.124724724725E+01      0.956376406826E+01      0.108568086973E+02      0.123383294019E+02      0.109196340558E+02
      0.125125125125E+01      0.909911451435E+01      0.104097320197E+02      0.119325249947E+02      0.104804571762E+02
      0.125525525526E+01      0.863594146713E+01      0.995922954254E+01      0.115153077332E+02      0.100368262476E+02
      0.125925925926E+01      0.817716795598E+01      0.950729199627E+01      0.110865339224E+02      0.959033129155E+01
      0.126326326326E+01      0.772433728802E+01      0.905538156257E+01      0.106471142808E+02      0.914227771047E+01
      0.126726726727E+01      0.727788280708E+01      0.860460373919E+01      0.101990829977E+02      0.869385651467E+01
      0.127127127127E+01      0.683760331637E+01      0.815595507751E+01      0.974548023925E+01      0.824634621104E+01
      0.127527527528E+01      0.640322322643E+01      0.771058243362E+01      0.929007855569E+01      0.780129473858E+01
      0.127927927928E+01      0.597490150337E+01      0.726998298682E+01      0.883700948709E+01      0.736063132576E+01
      0.128328328328E+01      0.555357047560E+01      0.683608758235E+01      0.839036038952E+01      0.692667281582E+01
      0.128728728729E+01      0.514103153814E+01      0.641120039190E+01      0.795380970425E+01      0.650201387810E+01
      0.129129129129E+01      0.473979908660E+01      0.599780717509E+01      0.753035283461E+01      0.608931969877E+01
      0.129529529530E+01      0.435274929326E+01      0.559830079537E+01      0.712214599610E+01      0.569106536157E+01
      0.129929929930E+01      0.398267751470E+01      0.521469490563E+01      0.673046942233E+01      0.530928061422E+01
      0.130330330330E+01      0.363188353657E+01      0.484839845942E+01      0.635579089197E+01      0.494535762932E+01
      0.130730730731E+01      0.330188493047E+01      0.450010548853E+01      0.599789948823E+01      0.459996330241E+01
      0.131131131131E+01      0.299331462574E+01      0.416982313569E+01      0.565607798250E+01      0.427307191464E+01
      0.131531531532E+01      0.270600542799E+01      0.385702594249E+01      0.532928752900E+01      0.396410629982E+01
      0.131931931932E+01      0.243921760551E+01      0.356089497073E+01      0.501634640167E+01      0.367215299264E+01
      0.132332332332E+01      0.219193643374E+01      0.328058269382E+01      0.471609152892E+01      0.339620355216E+01
      0.132732732733E+01      0.196315862047E+01      0.301544152436E+01      0.442751537165E+01      0.313537183883E+01
      0.133133133133E+01      0.175209848127E+01      0.276516514472E+01      0.414987116135E+01      0.288904492911E+01
      0.133533533534E+01      0.155827198887E+01      0.252981468414E+01      0.388273848611E+01      0.265694171971E+01
      0.133933933934E+01      0.138145241569E+01      0.230973096427E+01      0.362604139273E+01      0.243907492423E+01
      0.134334334334E+01      0.122152624456E+01      0.210536224041E+01      0.338001472376E+01      0.223563440291E+01
      0.134734734735E+01      0.107830272246E+01      0.191705643032E+01      0.314512170100E+01      0.204682695126E+01
      0.135135135135E+01      0.951337718867E+00      0.174487228268E+01      0.292193500874E+01      0.187271500343E+01
      0.135535535536E+01      0.839821117159E+00      0.158845435642E+01      0.271100163110E+01      0.171309236823E+01
      0.135935935936E+01      0.742552471454E+00      0.144699615567E+01      0.251271540542E+01      0.156742134418E+01
      0.136336336336E+01      0.658002144970E+00      0.131929156605E+01      0.232721919952E+01      0.143483763685E+01
      0.136736736737E+01      0.584434080209E+00      0.120385415683E+01      0.215435150420E+01      0.131421324708E+01
      0.137137137137E+01      0.520056518863E+00      0.109907166370E+01      0.199364241645E+01      0.120425686634E+01
      0.137537537538E+01      0.463167724880E+00      0.100336038625E+01      0.184435433681E+01      0.110362748265E+01
      0.137937937938E+01      0.412271320355E+00      0.915290057626E+00      0.170555547548E+01      0.101103895115E+01
      0.138338338338E+01      0.366146435661E+00      0.833661295396E+00      0.157621055013E+01      0.925339427061E+00
      0.138738738739E+01      0.323869086035E+00      0.757531687109E+00      0.145527284807E+01      0.845557873737E+00
      0.139139139139E+01      0.284791457290E+00      0.686199311718E+00      0.134176437083E+01      0.770918379946E+00
      0.139539539540E+01      0.248493440993E+00      0.619160800153E+00      0.123483501141E+01      0.700829750852E+00
      0.139939939940E+01      0.214724015767E+00      0.556062948852E+00      0.113379652569E+01      0.634861163436E+00
      0.140340340340E+01      0.183348025255E+00      0.496662576023E+00      0.103813148790E+01      0.572714029725E+00
      0.140740740741E+01      0.154307480077E+00      0.440801026129E+00      0.947480807326E+00      0.514196437844E+00
      0.141141141141E+01      0.127598378084E+00      0.388390974408E+00      0.861615480506E+00      0.459201610999E+00
      0.141541541542E+01      0.103257484371E+00      0.339407311906E+00      0.780399191094E+00      0.407687995790E+00
      0.141941941942E+01      0.813510149712E-01      0.293872914008E+00      0.703748465616E+00      0.359657464865E+00
      0.142342342342E+01      0.619593654952E-01      0.251834023115E+00      0.631596588527E+00      0.315129992379E+00
      0.142742742743E+01      0.451574767536E-01      0.213326852083E+00      0.563866402854E+00      0.274116910563E+00
      0.143143143143E+01      0.309962075043E-01      0.178343668194E+00      0.500455382861E+00      0.236598419520E+00
      0.143543543544E+01      0.194930803740E-01      0.146809978525E+00      0.441233997032E+00      0.202512351977E+00
      0.143943943944E+01      0.106392153438E-01      0.118582902832E+00      0.386055717764E+00      0.171759278647E+00
      0.144344344344E+01      0.442367029932E-02      0.934749187140E-01      0.334774664982E+00      0.144224417998E+00
      0.144744744745E+01      0.869209382862E-03      0.712991088302E-01      0.287265398670E+00      0.119811238961E+00
      0.145145145145E+01      0.677025681345E-04      0.519245301680E-01      0.243439177698E+00      0.984771368113E-01
      0.145545545546E+01      0.220106299165E-02      0.353255186198E-01      0.203252119602E+00      0.802595670710E-01
      0.145945945946E+01      0.753568362179E-02      0.216080063836E-01      0.166702859030E+00      0.652821830118E-01
      0.146346346346E+01      0.163846114771E-01      0.110000498367E-01      0.133820013477E+00      0.537348915969E-01
      0.146746746747E+01      0.290413122326E-01      0.380277772370E-02      0.104642380736E+00      0.458288235641E-01
      0.147147147147E+01      0.456997574802E-01      0.310363767210E-03      0.791966388109E-01      0.417355866861E-01
      0.147547547548E+01      0.663840827818E-01      0.719752618611E-03      0.574778741034E-01      0.415272365013E-01
      0.147947947948E+01      0.909129394386E-01      0.505771399374E-02      0.394373652831E-01      0.451360062385E-01
      0.148348348348E+01      0.118916297043E+00      0.131503578077E-01      0.249799989922E-01      0.523488846143E-01
      0.148748748749E+01      0.149907186443E+00      0.246481234010E-01      0.139711554416E-01      0.628421550951E-01
      0.149149149149E+01      0.183393193223E+00      0.391016310525E-01      0.625064215106E-02      0.762484888090E-01
      0.149549549550E+01      0.218999570037E+00      0.560676603395E-01      0.164984766235E-02      0.922390260129E-01
      0.149949949950E+01      0.256572679180E+00      0.752161905374E-01      0.795582513532E-05      0.110598941848E+00
      0.150350350350E+01      0.296239489531E+00      0.964113019188E-01      0.118368745544E-02      0.131278159635E+00
      0.150750750751E+01      0.338412020283E+00      0.119748461186E+00      0.506029724995E-02      0.154406926240E+00
      0.151151151151E+01      0.383739228147E+00      0.145543126977E+00      0.115430797926E-01      0.180275144972E+00
      0.151551551552E+01      0.433018618851E+00      0.174275912091E+00      0.205501204541E-01      0.209281550465E+00
      0.151951951952E+01      0.487084701226E+00      0.206505705693E+00      0.319982610991E-01      0.241862889340E+00
      0.152352352352E+01      0.546692756398E+00      0.242765168935E+00      0.457871354447E-01      0.278415020259E+00
      0.152752752753E+01      0.612416356125E+00      0.283455060870E+00      0.617846346389E-01      0.319218683878E+00
      0.153153153153E+01      0.684576460497E+00      0.328755982402E+00      0.798172747580E-01      0.364383239219E+00
      0.153553553554E+01      0.763217717053E+00      0.378577050319E+00      0.996685830678E-01      0.413821116814E+00
      0.153953953954E+01      0.848141852808E+00      0.432557888274E+00      0.121087638005E+00      0.467262459696E+00
      0.154354354354E+01      0.938997886739E+00      0.490131071654E+00      0.143808115656E+00      0.524312358016E+00
      0.154754754755E+01      0.103541587615E+01      0.550637727334E+00      0.167575637060E+00      0.584543080181E+00
      0.155155155155E+01      0.113715906314E+01      0.613473792252E+00      0.192178328448E+00      0.647603727946E+00
      0.155555555556E+01      0.124426325020E+01      0.678234484569E+00      0.217473222204E+00      0.713323652325E+00
      0.155955955956E+01      0.135713474359E+01      0.744824200383E+00      0.243400531903E+00      0.781786491958E+00
      0.156356356356E+01      0.147658847867E+01      0.813508570419E+00      0.269979648263E+00      0.853358899117E+00
      0.156756756757E+01      0.160382208078E+01      0.884900860447E+00      0.297284810414E+00      0.928669250546E+00
      0.157157157157E+01      0.174033469079E+01      0.959890425191E+00      0.325403815041E+00      0.100854297701E+01
      0.157557557558E+01      0.188780783286E+01      0.103953176483E+01      0.354388344375E+00      0.109390931402E+01
      0.157957957958E+01      0.204796844059E+01      0.112491705318E+01      0.384208056430E+00      0.118569785007E+01
      0.158358358358E+01      0.222245259191E+01      0.121705376137E+01      0.414721381977E+00      0.128474257842E+01
      0.158758758759E+01      0.241268453290E+01      0.131676440667E+01      0.445673397919E+00      0.139170744583E+01
      0.159159159159E+01      0.261978070840E+01      0.142461940161E+01      0.476725223347E+00      0.150704177779E+01
      0.159559559560E+01      0.284448332491E+01      0.154090736756E+01      0.507511085944E+00      0.163096725947E+01
      0.159959959960E+01      0.308712247623E+01      0.166564042275E+01      0.537710650309E+00      0.176349118309E+01
      0.160360360360E+01      0.334760031524E+01      0.179858541127E+01      0.567118272543E+00      0.190443466635E+01
      0.160760760761E+01      0.362538609697E+01      0.193930706112E+01      0.595690088964E+00      0.205346108235E+01
      0.161161161161E+01      0.391950860525E+01      0.208720726818E+01      0.623555105791E+00      0.221009032640E+01
      0.161561561562E+01      0.422853377464E+01      0.224154717331E+01      0.650986190388E+00      0.237368904611E+01
      0.161961961962E+01      0.455052054701E+01      0.240144511139E+01      0.678337719145E+00      0.254343445918E+01
      0.162362362362E+01      0.488295617453E+01      0.256585198427E+01      0.705965002630E+00      0.271825772048E+01
      0.162762762763E+01      0.522268125457E+01      0.273351336102E+01      0.734144187110E+00      0.289677960090E+01
      0.163163163163E+01      0.556582231830E+01      0.290293205794E+01      0.763009798465E+00      0.307725472490E+01
      0.163563563564E+01      0.590775371750E+01      0.307234473112E+01      0.792521688775E+00      0.325754004580E+01
      0.163963963964E+01      0.624310973959E+01      0.323972146405E+01      0.822465760805E+00      0.343509898815E+01
      0.164364364364E+01      0.656586244593E+01      0.340279035661E+01      0.852485322493E+00      0.360704604168E+01
      0.164764764765E+01      0.686947194668E+01      0.355908248941E+01      0.882133795150E+00      0.377022941041E+01
      0.165165165165E+01      0.714710567794E+01      0.370598891382E+01      0.910935943260E+00      0.392134351167E+01
      0.165565565566E+01      0.739191371907E+01      0.384082179861E+01      0.938444484405E+00      0.405706000069E+01
      0.165965965966E+01      0.759733963995E+01      0.396087595482E+01      0.964281782206E+00      0.417416579233E+01
      0.166366366366E+01      0.775744131753E+01      0.406349240200E+01      0.988161349602E+00      0.426969835638E+01
      0.166766766767E+01      0.786719361322E+01      0.414612953937E+01      0.100988949423E+01      0.434107088228E+01
      0.167167167167E+01      0.792274484636E+01      0.420644768218E+01      0.102935195704E+01      0.438618149519E+01
      0.167567567568E+01      0.792160214730E+01      0.424240876767E+01      0.104649267917E+01      0.440350119805E+01
      0.167967967968E+01      0.786272771639E+01      0.425238633764E+01      0.106129157447E+01      0.439213520950E+01
      0.168368368368E+01      0.774653886052E+01      0.423527406231E+01      0.107374591710E+01      0.435185294664E+01
      0.168768768769E+01      0.757481823455E+01      0.419057679283E+01      0.108385679105E+01      0.428308393948E+01
      0.169169169169E+01      0.735055433063E+01      0.411846823642E+01      0.109161929881E+01      0.418688062195E+01
      0.169569569570E+01      0.707774246613E+01      0.401980416128E+01      0.109701396650E+01      0.406485353130E+01
      0.169969969970E+01      0.676118020937E+01      0.389608827274E+01      0.109999746592E+01      0.391908864934E+01
      0.170370370370E+01      0.640628678924E+01      0.374939705956E+01      0.110049302016E+01      0.375205895632E+01
      0.170770770771E+01      0.601896426177E+01      0.358227709920E+01      0.109838353601E+01      0.356654163233E+01
      0.171171171171E+01      0.560550199712E+01      0.339763127710E+01      0.109351216375E+01      0.336554847932E+01
      0.171571571572E+01      0.517250988850E+01      0.319860838405E+01      0.108569449350E+01      0.315227092202E+01
      0.171971971972E+01      0.472685437895E+01      0.298850473127E+01      0.107474372410E+01      0.293003427811E+01
      0.172372372372E+01      0.427556866954E+01      0.277067930933E+01      0.106050576033E+01      0.270225124640E+01
      0.172772772773E+01      0.382571562328E+01      0.254847851379E+01      0.104289700156E+01      0.247236371287E+01
      0.173173173173E+01      0.338419705694E+01      0.232516456439E+01      0.102193538056E+01      0.224376566729E+01
      0.173573573574E+01      0.295752155335E+01      0.210384370638E+01      0.997756080397E+00      0.201970711338E+01
      0.173973973974E+01      0.255155842589E+01      0.188739457701E+01      0.970607138476E+00      0.180318671379E+01
      0.174374374374E+01      0.217131273716E+01      0.167840127737E+01      0.940825474304E+00      0.159684649628E+01
      0.174774774775E+01      0.182075316331E+01      0.147909756956E+01      0.908798810739E+00      0.140288318120E+01
      0.175175175175E+01      0.150271290225E+01      0.129132746554E+01      0.874921860683E+00      0.122298740949E+01
      0.175575575576E+01      0.121886868683E+01      0.111652417258E+01      0.839555360226E+00      0.105831607321E+01
      0.175975975976E+01      0.969789818277E+00      0.955705803392E+00      0.802994496340E+00      0.909496706003E+00
      0.176376376376E+01      0.755041604705E+00      0.809484225882E+00      0.765450174979E+00      0.776658668522E+00
      0.176776776777E+01      0.573326176446E+00      0.678083671450E+00      0.727043662853E+00      0.659484503583E+00
      0.177177177177E+01      0.422646263381E+00      0.561367717963E+00      0.687813232114E+00      0.557275737819E+00
      0.177577577578E+01      0.300481150536E+00      0.458875648937E+00      0.647730710802E+00      0.469029170092E+00
      0.177977977978E+01      0.203966410589E+00      0.369870515428E+00      0.606725921678E+00      0.393520949232E+00
      0.178378378378E+01      0.130069445651E+00      0.293400624143E+00      0.564717258829E+00      0.329395776207E+00
      0.178778778779E+01      0.757520537528E-01      0.228373667364E+00      0.521646561172E+00      0.275257427430E+00
      0.179179179179E+01      0.381105201844E-01      0.173639129540E+00      0.477515766204E+00      0.229755138643E+00
      0.179579579580E+01      0.144843396198E-01      0.128071219594E+00      0.432421749657E+00      0.191659102957E+00
      0.179979979980E+01      0.252719072806E-02      0.906426019960E-01      0.386584800201E+00      0.159918197642E+00
      0.180380380380E+01      0.238033537107E-03      0.604793984729E-01      0.340365984230E+00      0.133694472080E+00
      0.180780780781E+01      0.595538232572E-02      0.368904519298E-01      0.294269688048E+00      0.112371840768E+00
      0.181181181181E+01      0.183227918563E-01      0.193682515817E-01      0.248929918821E+00      0.955403207529E-01
      0.181581581582E+01      0.362372322218E-01      0.756431356469E-02      0.205082015042E+00      0.829611869430E-01
      0.181981981982E+01      0.587934133085E-01      0.124693097201E-02      0.163524374427E+00      0.745215729024E-01
      0.182382382382E+01      0.852358021057E-01      0.252612076650E-03      0.125076668728E+00      0.701883609701E-01
      0.182782782783E+01      0.114926216810E+00      0.444300878531E-02      0.905410876155E-01      0.699701044036E-01
      0.183183183183E+01      0.147329334776E+00      0.136762873253E-01      0.606713466934E-01      0.738923229314E-01
      0.183583583584E+01      0.182012651357E+00      0.277964716444E-01      0.361511130177E-01      0.819867453398E-01
      0.183983983984E+01      0.218653008045E+00      0.466380783074E-01      0.175802408083E-01      0.942904423869E-01
      0.184384384384E+01      0.257040035683E+00      0.700384522465E-01      0.546491591315E-02      0.110847801281E+00
      0.184784784785E+01      0.297068129340E+00      0.978481264337E-01      0.207195954998E-03      0.131707817243E+00
      0.185185185185E+01      0.338712276440E+00      0.129930661818E+00      0.209051747038E-02      0.156911151910E+00
      0.185585585586E+01      0.381987895729E+00      0.166147084458E+00      0.112599092854E-01      0.186464963157E+00
      0.185985985986E+01      0.426899387025E+00      0.206324931722E+00      0.276980376780E-01      0.220307452141E+00
      0.186386386386E+01      0.473385290519E+00      0.250216722515E+00      0.512001375874E-01      0.258267383541E+00
      0.186786786787E+01      0.521269319501E+00      0.297456351524E+00      0.813521129979E-01      0.300025928008E+00
      0.187187187187E+01      0.570226023059E+00      0.347523786904E+00      0.117516724738E+00      0.345088844900E+00
      0.187587587588E+01      0.619767674671E+00      0.399728089487E+00      0.158832961028E+00      0.392776241729E+00
      0.187987987988E+01      0.669255554796E+00      0.453215995459E+00      0.204233284247E+00      0.442234944834E+00
      0.188388388388E+01      0.717934687740E+00      0.507008382122E+00      0.252482078867E+00      0.492475049576E+00
      0.188788788789E+01      0.764987114435E+00      0.560060795887E+00      0.302235936559E+00      0.542427948960E+00
      0.189189189189E+01      0.809595832510E+00      0.611338441494E+00      0.352122489581E+00      0.591018921195E+00
      0.189589589590E+01      0.851010312379E+00      0.659892430973E+00      0.400830071079E+00      0.637244271477E+00
      0.189989989990E+01      0.888605204229E+00      0.704924003722E+00      0.447196751600E+00      0.680241986517E+00
      0.190390390390E+01      0.921926070512E+00      0.745827015307E+00      0.490285509911E+00      0.719346198576E+00
      0.190790790791E+01      0.950718828156E+00      0.782205005477E+00      0.529433206689E+00      0.754119013441E+00
      0.191191191191E+01      0.974942067806E+00      0.813865373488E+00      0.564264648383E+00      0.784357363226E+00
      0.191591591592E+01      0.994762834564E+00      0.840797353752E+00      0.594668638860E+00      0.810076275726E+00
      0.191991991992E+01      0.101053670483E+01      0.863141309954E+00      0.620739356378E+00      0.831472457053E+00
      0.192392392392E+01      0.102277263242E+01      0.881154613081E+00      0.642692418974E+00      0.848873221493E+00
      0.192792792793E+01      0.103208302652E+01      0.895175707074E+00      0.660769577657E+00      0.862676103750E+00
      0.193193193193E+01      0.103912073053E+01      0.905585152063E+00      0.675148412359E+00      0.873284764984E+00
      0.193593593594E+01      0.104450723401E+01      0.912762195414E+00      0.685873329256E+00      0.881047586227E+00
      0.193993993994E+01      0.104875992251E+01      0.917038076488E+00      0.692821420687E+00      0.886206473229E+00
      0.194394394394E+01      0.105222913556E+01      0.918651564620E+00      0.695711385369E+00      0.888864028515E+00
      0.194794794795E+01      0.105505685102E+01      0.917715940995E+00      0.694156073219E+00      0.888976288411E+00
      0.195195195195E+01      0.105716706680E+01      0.914207643318E+00      0.687750281841E+00      0.886374997320E+00
      0.195595595596E+01      0.105829339580E+01      0.907984028116E+00      0.676176970426E+00      0.880818131446E+00
      0.195995995996E+01      0.105804284364E+01      0.898831569181E+00      0.659309446134E+00      0.872061286317E+00
      0.196396396396E+01      0.105598755998E+01      0.886537985593E+00      0.637286497028E+00      0.859937347533E+00
      0.196796796797E+01      0.105177009328E+01      0.870974642298E+00      0.610542801687E+00      0.844429179089E+00
      0.197197197197E+01      0.104520375838E+01      0.852171368866E+00      0.579787151278E+00      0.825720759507E+00
      0.197597597598E+01      0.103634917625E+01      0.830366071588E+00      0.545933172163E+00      0.804216140002E+00
      0.197997997998E+01      0.102555129856E+01      0.806016353168E+00      0.509997720150E+00      0.780521790625E+00
      0.198398398398E+01      0.101342795813E+01      0.779768604085E+00      0.472988055796E+00      0.755394872669E+00
      0.198798798799E+01      0.100081002320E+01      0.752389476707E+00      0.435799208023E+00      0.729666235977E+00
      0.199199199199E+01      0.988642654194E+00      0.724672784933E+00      0.399138424713E+00      0.704151287947E+00
      0.199599599600E+01      0.977864699937E+00      0.697339681805E+00      0.363486383574E+00      0.679563588439E+00
      0.200000000000E+01      0.969287025599E+00      0.670950549172E+00      0.329097199554E+00      0.656444924775E+00
