#K-Path  Band-1   Band-2   Band-3   Band-4      ...   Band-n
  1.55  -21.648  -16.954  -16.950  -16.906  -16.906  -16.906  -12.158  -11.705  -11.648   -8.424   -8.421   -8.419   -7.566   -3.472   -2.924   -2.713   -1.825   -1.557   -1.478   -1.442   -1.393   -1.225    3.494    3.513    3.789    4.522    4.588    4.631    4.977    5.175    5.358    6.360    6.413    6.899    7.308    7.370
  1.58  -21.648  -16.955  -16.951  -16.906  -16.906  -16.906  -12.184  -11.687  -11.638   -8.424   -8.422   -8.419   -7.485   -3.490   -3.050   -2.854   -1.764   -1.538   -1.451   -1.436   -1.408   -1.253    3.536    3.781    3.846    4.437    4.470    4.624    4.872    5.144    5.206    6.368    6.648    6.836    7.261    7.525
  1.62  -21.648  -16.955  -16.952  -16.906  -16.906  -16.906  -12.208  -11.671  -11.630   -8.424   -8.422   -8.419   -7.404   -3.507   -3.165   -2.995   -1.700   -1.519   -1.432   -1.427   -1.414   -1.278    3.422    4.044    4.050    4.363    4.364    4.602    4.774    5.060    5.130    6.386    6.780    6.832    7.259    7.681
  1.66  -21.648  -16.955  -16.953  -16.906  -16.906  -16.906  -12.229  -11.655  -11.623   -8.424   -8.423   -8.420   -7.325   -3.522   -3.268   -3.129   -1.637   -1.502   -1.430   -1.411   -1.404   -1.298    3.298    4.206    4.268    4.298    4.339    4.570    4.684    4.936    5.132    6.414    6.731    6.877    7.397    7.834
  1.69  -21.648  -16.956  -16.954  -16.906  -16.906  -16.906  -12.247  -11.640  -11.617   -8.424   -8.423   -8.421   -7.252   -3.535   -3.357   -3.252   -1.579   -1.486   -1.431   -1.402   -1.384   -1.314    3.182    4.183    4.186    4.457    4.533    4.536    4.606    4.860    5.143    6.449    6.690    6.828    7.631    7.985
  1.73  -21.648  -16.956  -16.955  -16.906  -16.906  -16.906  -12.262  -11.628  -11.612   -8.424   -8.424   -8.422   -7.186   -3.547   -3.432   -3.359   -1.529   -1.472   -1.433   -1.389   -1.368   -1.325    3.081    4.117    4.125    4.496    4.513    4.540    4.751    4.887    5.158    6.489    6.656    6.759    7.885    8.129
  1.77  -21.648  -16.956  -16.956  -16.906  -16.906  -16.906  -12.274  -11.618  -11.609   -8.424   -8.424   -8.423   -7.131   -3.555   -3.490   -3.447   -1.490   -1.460   -1.437   -1.372   -1.355   -1.331    2.999    4.063    4.072    4.464    4.488    4.490    4.934    4.992    5.173    6.529    6.630    6.693    8.127    8.263
  1.80  -21.648  -16.956  -16.956  -16.906  -16.906  -16.906  -12.282  -11.610  -11.606   -8.424   -8.424   -8.424   -7.089   -3.562   -3.533   -3.513   -1.464   -1.452   -1.441   -1.355   -1.345   -1.335    2.937    4.024    4.030    4.439    4.450    4.453    5.075    5.098    5.185    6.564    6.611    6.641    8.336    8.381
  1.84  -21.648  -16.956  -16.956  -16.906  -16.906  -16.906  -12.288  -11.606  -11.605   -8.424   -8.424   -8.424   -7.063   -3.566   -3.558   -3.553   -1.450   -1.447   -1.444   -1.342   -1.339   -1.337    2.899    4.000    4.002    4.424    4.427    4.428    5.165    5.170    5.193    6.587    6.600    6.607    8.479    8.493
  1.88  -21.648  -16.956  -16.956  -16.906  -16.906  -16.906  -12.289  -11.604  -11.604   -8.424   -8.424   -8.424   -7.054   -3.567   -3.567   -3.567   -1.445   -1.445   -1.445   -1.337   -1.337   -1.337    2.887    3.993    3.993    4.419    4.419    4.419    5.196    5.196    5.196    6.596    6.596    6.596    8.553    8.553
